day,entity,product,payment_method,anticipation_method,installments,monthly_tier,amount_transacted,fee_rate,fee_revenue
2025-01-30,PJ,pos,credit,D1Anticipation,5,>80000,906005.04,0.0579,52457.691816
2025-01-30,PF,link,credit,D0/Nitro,5,<=20000,5000.0,0.1329,664.5
2025-01-30,PF,link,credit,D1Anticipation,5,<=20000,3098.47,0.088,272.66535999999996
2025-01-30,PF,tap,credit,D1Anticipation,5,<=20000,4000.85,0.0774,309.66578999999996
2025-01-30,PJ,pos,credit,D0/Nitro,5,20001-40000,21899.23,0.1379,3019.903817
2025-01-30,PF,pos,credit,D1Anticipation,5,<=20000,3610.5,0.0774,279.4527
2025-01-30,PJ,tap,credit,D1Anticipation,6,>80000,619872.58,0.0629,38989.985281999994
2025-01-30,PJ,link,credit,D1Anticipation,6,>80000,177059.89,0.0967,17121.691363
2025-01-30,PJ,link,credit,D0/Nitro,6,<=20000,5242.98,0.1399,733.492902
2025-01-30,PF,pos,credit,D0/Nitro,6,<=20000,3720.5,0.1449,539.10045
2025-01-30,PJ,pos,credit,D1Anticipation,6,>80000,548209.79,0.0629,34482.395791
2025-01-30,PF,link,credit,D1Anticipation,6,<=20000,320.0,0.0967,30.944
2025-01-30,PJ,link,credit,D1Anticipation,6,>80000,185417.73,0.0967,17929.894491
2025-01-30,PJ,tap,credit,D0/Nitro,6,<=20000,1512.41,0.1449,219.148209
2025-01-30,PF,pos,credit,D1Anticipation,6,<=20000,2487.36,0.0845,210.18192000000002
2025-01-30,PJ,pos,credit,D0/Nitro,6,<=20000,1539.0,0.1449,223.0011
2025-01-30,PF,tap,credit,D1Anticipation,6,<=20000,5361.0,0.0845,453.0045
2025-01-30,PJ,link,credit,D0/Nitro,6,<=20000,1713.9,0.1399,239.77461
2025-01-30,PF,pos,credit,D1Anticipation,6,<=20000,17175.72,0.0845,1451.3483400000002
2025-01-30,PF,tap,credit,D1Anticipation,6,>80000,1289677.19,0.0629,81120.695251
2025-01-30,PJ,pos,credit,D0/Nitro,6,>80000,136788.29,0.1449,19820.623221
2025-01-30,PJ,link,credit,D1Anticipation,6,>80000,1454792.46,0.0967,140678.430882
2025-01-30,PJ,pos,credit,D0/Nitro,6,<=20000,18220.23,0.1449,2640.111327
2025-01-30,PF,tap,credit,D0/Nitro,6,>80000,718778.6,0.1449,104151.01914
2025-01-30,PJ,link,credit,D0/Nitro,6,<=20000,18616.57,0.1399,2604.458143
2025-01-30,PJ,pos,credit,D0/Nitro,6,<=20000,508.0,0.1449,73.6092
2025-01-30,PJ,tap,credit,D0/Nitro,6,<=20000,3320.0,0.1449,481.068
2025-01-30,PJ,tap,credit,D1Anticipation,6,40001-80000,54517.59,0.0662,3609.0644579999994
2025-01-30,PJ,pos,credit,D1Anticipation,6,>80000,709271.11,0.0629,44613.152818999995
2025-01-30,PF,pos,credit,D1Anticipation,6,<=20000,170.0,0.0845,14.365
2025-01-30,PJ,tap,credit,D1Anticipation,6,40001-80000,72849.85,0.0662,4822.66007
2025-01-30,PJ,link,credit,D0/Nitro,6,>80000,228344.4,0.1399,31945.381559999998
2025-01-30,PJ,tap,credit,D0/Nitro,6,>80000,98478.97,0.1449,14269.602753000001
2025-01-30,PF,link,credit,D1Anticipation,6,>80000,455199.4,0.0967,44017.78198
2025-01-30,PF,tap,credit,D0/Nitro,6,<=20000,860.0,0.1449,124.614
2025-01-30,PJ,tap,credit,D1Anticipation,6,>80000,97490.06,0.0629,6132.124774
2025-01-30,PJ,link,credit,D1Anticipation,6,>80000,270144.55,0.0967,26122.977984999998
2025-01-30,PJ,pos,credit,D1Anticipation,6,>80000,3274220.81,0.0629,205948.488949
2025-01-30,PJ,pos,credit,D1Anticipation,6,>80000,931609.19,0.0629,58598.218050999996
2025-01-30,PF,link,credit,D0/Nitro,6,>80000,360444.08,0.1399,50426.126792
2025-01-30,PF,link,credit,D0/Nitro,6,<=20000,4755.73,0.1399,665.3266269999999
2025-01-30,PJ,link,credit,D1Anticipation,7,>80000,87823.22,0.1259,11056.943398000001
2025-01-30,PJ,link,credit,D0/Nitro,7,20001-40000,27952.16,0.1499,4190.028784
2025-01-30,PJ,link,credit,D1Anticipation,7,40001-80000,43471.68,0.1259,5473.084512
2025-01-30,PJ,pos,credit,D0/Nitro,7,<=20000,2973.6,0.1549,460.61064
2025-01-30,PJ,link,credit,D1Anticipation,7,<=20000,3316.0,0.1259,417.48440000000005
2025-01-30,PF,tap,credit,D1Anticipation,7,<=20000,970.25,0.0916,88.8749
2025-01-30,PF,link,credit,D0/Nitro,7,>80000,99289.7,0.1499,14883.52603
2025-01-30,PJ,tap,credit,D1Anticipation,7,<=20000,19717.71,0.0916,1806.142236
2025-01-30,PJ,pos,credit,D0/Nitro,7,<=20000,5800.0,0.1549,898.4200000000001
2025-01-30,PF,tap,credit,D1Anticipation,7,<=20000,1028.0,0.0916,94.1648
2025-01-30,PJ,link,credit,D0/Nitro,7,<=20000,630.7,0.1499,94.54193000000001
2025-01-30,PJ,tap,credit,D1Anticipation,7,<=20000,8429.53,0.0916,772.1449480000001
2025-01-30,PJ,pos,credit,D0/Nitro,7,<=20000,15000.0,0.1549,2323.5
2025-01-30,PJ,pos,credit,D1Anticipation,7,40001-80000,79715.6,0.0717,5715.608520000001
2025-01-30,PF,link,credit,D1Anticipation,7,40001-80000,77132.77,0.1259,9711.015743000002
2025-01-30,PJ,link,credit,D1Anticipation,7,<=20000,18155.49,0.1259,2285.7761910000004
2025-01-30,PJ,tap,credit,D1Anticipation,7,>80000,202913.57,0.0681,13818.414116999998
2025-01-30,PF,tap,credit,D1Anticipation,7,<=20000,549.7,0.0916,50.352520000000005
2025-01-30,PF,pos,credit,D1Anticipation,7,<=20000,8819.53,0.0916,807.868948
2025-01-30,PF,tap,credit,D1Anticipation,7,>80000,434781.15,0.0681,29608.596315
2025-01-30,PJ,tap,credit,D1Anticipation,7,<=20000,17183.67,0.0916,1574.024172
2025-01-30,PJ,pos,credit,D0/Nitro,7,40001-80000,40593.9,0.1549,6287.995110000001
2025-01-30,PJ,link,credit,D0/Nitro,7,<=20000,1728.0,0.1499,259.0272
2025-01-30,PJ,pos,credit,D1Anticipation,7,40001-80000,58759.45,0.0717,4213.052565
2025-01-30,PF,tap,credit,D0/Nitro,7,>80000,221077.27,0.1549,34244.869123000004
2025-01-30,PJ,tap,credit,D0/Nitro,7,20001-40000,26007.62,0.1549,4028.580338
2025-01-30,PJ,tap,credit,D0/Nitro,7,<=20000,1208.09,0.1549,187.133141
2025-01-30,PJ,pos,credit,D1Anticipation,7,>80000,112396.54,0.0681,7654.204373999999
2025-01-30,PJ,pos,credit,D1Anticipation,7,>80000,570911.93,0.0681,38879.102433
2025-01-30,PJ,pos,credit,D0/Nitro,8,<=20000,599.0,0.1609,96.3791
2025-01-30,PF,tap,credit,D0/Nitro,8,>80000,345629.77,0.1609,55611.829993
2025-01-30,PF,pos,credit,D1Anticipation,8,<=20000,3321.9,0.0986,327.53934
2025-01-30,PJ,link,credit,D0/Nitro,8,40001-80000,58790.35,0.1559,9165.415565000001
2025-01-30,PJ,pos,credit,D1Anticipation,8,>80000,141589.47,0.0729,10321.872363
2025-01-30,PJ,tap,credit,D1Anticipation,8,40001-80000,78484.67,0.0772,6059.016524000001
2025-01-30,PF,tap,credit,D1Anticipation,8,>80000,829913.02,0.0729,60500.65915800001
2025-01-30,PJ,tap,credit,D1Anticipation,8,<=20000,14625.1,0.0986,1442.03486
2025-01-30,PF,tap,credit,D1Anticipation,8,<=20000,980.39,0.0986,96.66645399999999
2025-01-30,PJ,tap,credit,D1Anticipation,8,>80000,357111.65,0.0729,26033.439285000004
2025-01-30,PF,link,credit,D1Anticipation,8,<=20000,1500.35,0.1342,201.34697
2025-01-30,PJ,pos,credit,D1Anticipation,8,>80000,218215.03,0.0729,15907.875687000002
2025-01-30,PJ,link,credit,D1Anticipation,8,20001-40000,34527.02,0.1342,4633.526084
2025-01-30,PJ,link,credit,D1Anticipation,8,40001-80000,54312.22,0.1342,7288.6999240000005
2025-01-30,PJ,pos,credit,D1Anticipation,8,>80000,1137034.54,0.0729,82889.81796600002
2025-01-30,PJ,pos,credit,D0/Nitro,8,<=20000,5956.92,0.1609,958.4684279999999
2025-01-30,PJ,link,credit,D0/Nitro,8,<=20000,1000.0,0.1559,155.9
2025-01-30,PJ,pos,credit,D0/Nitro,8,<=20000,822.0,0.1609,132.25979999999998
2025-01-30,PJ,tap,credit,D1Anticipation,8,20001-40000,28716.04,0.0812,2331.742448
2025-01-30,PF,link,credit,D0/Nitro,8,>80000,140107.92,0.1559,21842.824728000003
2025-01-30,PJ,tap,credit,D0/Nitro,8,40001-80000,57232.11,0.1609,9208.646498999999
2025-01-30,PF,tap,credit,D1Anticipation,8,<=20000,1184.0,0.0986,116.74239999999999
2025-01-30,PJ,pos,credit,D1Anticipation,8,>80000,266944.73,0.0729,19460.270817
2025-01-30,PJ,link,credit,D1Anticipation,8,20001-40000,36495.16,0.1342,4897.650472000001
2025-01-30,PJ,pos,credit,D0/Nitro,8,40001-80000,66297.19,0.1609,10667.217870999999
2025-01-30,PJ,link,credit,D1Anticipation,8,>80000,241003.41,0.1342,32342.657622000002
2025-01-30,PF,link,credit,D1Anticipation,8,>80000,127485.2,0.1342,17108.51384
2025-01-30,PJ,pos,credit,D0/Nitro,9,<=20000,655.1,0.1669,109.33619
2025-01-30,PF,pos,credit,D0/Nitro,9,<=20000,10245.14,0.1669,1709.9138659999999
2025-01-30,PJ,link,credit,D0/Nitro,9,<=20000,1235.0,0.1619,199.9465
2025-01-30,PJ,tap,credit,D1Anticipation,9,<=20000,549.0,0.1055,57.9195
2025-01-30,PF,tap,credit,D0/Nitro,9,>80000,97357.71,0.1669,16249.001799
2025-01-30,PJ,pos,credit,D1Anticipation,9,40001-80000,57410.94,0.0826,4742.143644000001
2025-01-30,PF,link,credit,D0/Nitro,9,20001-40000,36255.21,0.1619,5869.718499
2025-01-30,PF,tap,credit,D1Anticipation,9,<=20000,2716.21,0.1055,286.560155
2025-01-30,PF,pos,credit,D1Anticipation,9,<=20000,1495.21,0.1055,157.744655
2025-01-30,PJ,link,credit,D1Anticipation,9,40001-80000,52630.87,0.1425,7499.898975
2025-01-30,PJ,link,credit,D0/Nitro,9,<=20000,16578.43,0.1619,2684.0478169999997
2025-01-30,PF,pos,credit,D0/Nitro,9,<=20000,1680.48,0.1669,280.472112
2025-01-30,PF,link,credit,D1Anticipation,9,20001-40000,31459.71,0.1425,4483.008674999999
2025-01-30,PJ,pos,credit,D1Anticipation,9,>80000,210379.09,0.0781,16430.606929
2025-01-30,PJ,tap,credit,D1Anticipation,9,<=20000,785.48,0.1055,82.86814
2025-01-30,PJ,pos,credit,D1Anticipation,9,40001-80000,49621.86,0.0826,4098.765636
2025-01-30,PJ,tap,credit,D0/Nitro,9,<=20000,5946.2,0.1669,992.4207799999999
2025-01-30,PJ,pos,credit,D0/Nitro,9,<=20000,7339.77,0.1669,1225.007613
2025-01-30,PJ,link,credit,D1Anticipation,9,<=20000,2565.6,0.1425,365.59799999999996
2025-01-30,PF,tap,credit,D1Anticipation,9,>80000,234494.83,0.0781,18314.046223
2025-01-30,PJ,pos,credit,D1Anticipation,9,20001-40000,27925.01,0.087,2429.4758699999998
2025-01-30,PJ,tap,credit,D1Anticipation,9,>80000,192935.62,0.0781,15068.271922
2025-01-30,PJ,link,credit,D1Anticipation,9,<=20000,14185.09,0.1425,2021.3753249999997
2025-01-30,PJ,link,credit,D1Anticipation,9,<=20000,7144.92,0.1425,1018.1510999999999
2025-01-30,PJ,tap,credit,D1Anticipation,9,<=20000,9500.0,0.1055,1002.25
2025-01-30,PJ,pos,credit,D0/Nitro,9,<=20000,900.0,0.1669,150.20999999999998
2025-01-30,PJ,pos,credit,D1Anticipation,10,>80000,7297019.05,0.0829,604922.879245
2025-01-30,PJ,pos,credit,D1Anticipation,10,>80000,1206772.94,0.0829,100041.476726
2025-01-30,PF,tap,credit,D1Anticipation,10,20001-40000,39751.88,0.0927,3684.999276
2025-01-30,PF,link,credit,D1Anticipation,10,<=20000,8700.0,0.1506,1310.22
2025-01-30,PJ,link,credit,D0/Nitro,10,>80000,285842.07,0.1689,48278.725623
2025-01-30,PF,pos,credit,D1Anticipation,10,40001-80000,50794.5,0.0879,4464.83655
2025-01-30,PJ,link,credit,D1Anticipation,10,>80000,261919.06,0.1506,39445.010436000004
2025-01-30,PF,tap,credit,D0/Nitro,10,>80000,1366175.58,0.1739,237577.933362
2025-01-30,PF,link,credit,D1Anticipation,10,<=20000,899.9,0.1506,135.52494000000002
2025-01-30,PF,tap,credit,D1Anticipation,10,<=20000,1000.0,0.1123,112.3
2025-01-30,PJ,link,credit,D1Anticipation,10,>80000,1396988.61,0.1506,210386.48466600003
2025-01-30,PJ,tap,credit,D0/Nitro,10,>80000,211327.21,0.1739,36749.801819
2025-01-30,PJ,pos,credit,D0/Nitro,10,<=20000,7004.0,0.1739,1217.9956
2025-01-30,PJ,link,credit,D0/Nitro,10,20001-40000,38218.32,0.1689,6455.074248
2025-01-30,PF,tap,credit,D0/Nitro,10,<=20000,2500.0,0.1739,434.75
2025-01-30,PF,pos,credit,D1Anticipation,10,<=20000,5000.0,0.1123,561.5
2025-01-30,PJ,tap,credit,D1Anticipation,10,>80000,184699.33,0.0829,15311.574456999999
2025-01-30,PF,tap,credit,D1Anticipation,10,<=20000,9371.12,0.1123,1052.376776
2025-01-30,PF,link,credit,D0/Nitro,10,>80000,533546.11,0.1689,90115.937979
2025-01-30,PJ,tap,credit,D1Anticipation,10,>80000,320834.75,0.0829,26597.200775
2025-01-30,PJ,link,credit,D0/Nitro,10,40001-80000,42244.54,0.1689,7135.102806
2025-01-30,PJ,link,credit,D0/Nitro,10,40001-80000,63078.45,0.1689,10653.950205
2025-01-30,PJ,pos,credit,D0/Nitro,10,>80000,274737.82,0.1739,47776.906898
2025-01-30,PJ,pos,credit,D0/Nitro,10,<=20000,9526.53,0.1739,1656.663567
2025-01-30,PJ,pos,credit,D1Anticipation,10,>80000,2167049.64,0.0829,179648.415156
2025-01-30,PJ,pos,credit,D0/Nitro,10,40001-80000,40654.01,0.1739,7069.732339
2025-01-30,PJ,link,credit,D1Anticipation,10,>80000,148446.4,0.1506,22356.027840000002
2025-01-30,PF,pos,credit,D0/Nitro,10,<=20000,4434.11,0.1739,771.091729
2025-01-30,PJ,pos,credit,D1Anticipation,10,>80000,1496937.24,0.0829,124096.097196
2025-01-30,PJ,tap,credit,D1Anticipation,10,>80000,408439.04,0.0829,33859.596416
2025-01-30,PF,link,credit,D0/Nitro,10,<=20000,1891.82,0.1689,319.528398
2025-01-30,PF,tap,credit,D1Anticipation,10,>80000,3999966.06,0.0829,331597.186374
2025-01-30,PJ,link,credit,D1Anticipation,10,>80000,198962.84,0.1506,29963.803704
2025-01-30,PJ,tap,credit,D0/Nitro,10,<=20000,5656.36,0.1739,983.641004
2025-01-30,PF,link,credit,D1Anticipation,10,>80000,532808.29,0.1506,80240.92847400001
2025-01-30,PJ,tap,credit,D1Anticipation,10,>80000,2334547.42,0.0829,193533.981118
2025-01-30,PJ,pos,credit,D1Anticipation,11,<=20000,5690.13,0.1191,677.694483
2025-01-30,PJ,link,credit,D1Anticipation,11,<=20000,18464.68,0.1587,2930.344716
2025-01-30,PJ,pos,credit,D0/Nitro,11,<=20000,6078.08,0.1839,1117.758912
2025-01-30,PJ,link,credit,D1Anticipation,11,<=20000,1725.0,0.1587,273.7575
2025-01-30,PJ,tap,credit,D1Anticipation,11,40001-80000,61827.12,0.0932,5762.287584000001
2025-01-30,PF,link,credit,D1Anticipation,11,<=20000,9801.45,0.1587,1555.4901150000003
2025-01-30,PJ,link,credit,D0/Nitro,11,<=20000,3959.37,0.1789,708.331293
2025-01-30,PF,tap,credit,D1Anticipation,11,>80000,114635.93,0.0879,10076.498247
2025-01-30,PJ,tap,credit,D0/Nitro,11,<=20000,382.31,0.1839,70.306809
2025-01-30,PF,link,credit,D0/Nitro,11,<=20000,14366.97,0.1789,2570.250933
2025-01-30,PJ,pos,credit,D1Anticipation,11,>80000,179501.88,0.0879,15778.215252000002
2025-01-30,PF,tap,credit,D0/Nitro,11,20001-40000,26403.04,0.1839,4855.519056
2025-01-30,PJ,pos,credit,D1Anticipation,11,<=20000,10073.72,0.1191,1199.7800519999998
2025-01-30,PJ,pos,credit,D1Anticipation,11,40001-80000,44548.0,0.0932,4151.8736
2025-01-30,PF,tap,credit,D1Anticipation,12,>80000,2791828.95,0.0928,259081.72656
2025-01-30,PJ,pos,credit,D1Anticipation,12,>80000,4466041.03,0.0928,414448.607584
2025-01-30,PJ,tap,credit,D1Anticipation,12,>80000,186761.0,0.0928,17331.4208
2025-01-30,PJ,tap,credit,D1Anticipation,12,>80000,339468.33,0.0928,31502.661024
2025-01-30,PF,tap,credit,D1Anticipation,12,<=20000,13876.03,0.1257,1744.216971
2025-01-30,PF,tap,credit,D0/Nitro,12,<=20000,11679.6,0.1879,2194.59684
2025-01-30,PJ,pos,credit,D0/Nitro,12,<=20000,7986.0,0.1879,1500.5694
2025-01-30,PJ,tap,credit,D0/Nitro,12,<=20000,2016.48,0.1879,378.896592
2025-01-30,PF,tap,credit,D0/Nitro,12,>80000,1048982.58,0.1879,197103.82678200002
2025-01-30,PJ,link,credit,D0/Nitro,12,20001-40000,27892.97,0.1829,5101.624213
2025-01-30,PJ,tap,credit,D1Anticipation,12,>80000,261941.86,0.0928,24308.204607999996
2025-01-30,PF,link,credit,D0/Nitro,12,>80000,452021.21,0.1829,82674.67930900001
2025-01-30,PJ,pos,credit,D1Anticipation,12,>80000,1134965.9,0.0928,105324.83551999998
2025-01-30,PJ,pos,credit,D0/Nitro,12,>80000,153998.7,0.1879,28936.355730000003
2025-01-30,PJ,pos,credit,D1Anticipation,12,>80000,1125678.77,0.0928,104462.989856
2025-01-30,PJ,link,credit,D0/Nitro,12,<=20000,7714.0,0.1829,1410.8906
2025-01-30,PJ,pos,credit,D0/Nitro,12,<=20000,16471.07,0.1879,3094.914053
2025-01-30,PJ,pos,credit,D1Anticipation,12,>80000,1078748.62,0.0928,100107.87193600001
2025-01-30,PF,pos,credit,D1Anticipation,12,<=20000,13062.54,0.1257,1641.9612780000002
2025-01-30,PF,link,credit,D1Anticipation,12,>80000,415957.01,0.1666,69298.43786600001
2025-01-30,PF,pos,credit,D0/Nitro,12,<=20000,1840.0,0.1879,345.73600000000005
2025-01-30,PF,link,credit,D1Anticipation,12,<=20000,1200.0,0.1666,199.92
2025-01-30,PJ,link,credit,D0/Nitro,12,>80000,242806.36,0.1829,44409.283244
2025-01-30,PJ,pos,credit,D0/Nitro,12,<=20000,2182.97,0.1879,410.18006299999996
2025-01-30,PJ,link,credit,D0/Nitro,12,<=20000,4057.6,0.1829,742.13504
2025-01-30,PJ,tap,credit,D0/Nitro,12,>80000,103991.3,0.1879,19539.96527
2025-01-30,PF,pos,credit,D1Anticipation,12,<=20000,442.29,0.1257,55.595853000000005
2025-01-30,PJ,link,credit,D1Anticipation,12,>80000,127757.92,0.1666,21284.469472
2025-01-30,PJ,link,credit,D1Anticipation,12,>80000,167312.65,0.1666,27874.28749
2025-01-30,PJ,link,credit,D1Anticipation,12,>80000,1110868.34,0.1666,185070.665444
2025-01-30,PF,tap,credit,D1Anticipation,12,20001-40000,23582.5,0.1041,2454.93825
2025-01-30,PJ,link,credit,D1Anticipation,12,>80000,121541.89,0.1666,20248.878873999998
2025-01-30,PF,link,credit,D0/Nitro,12,<=20000,2000.0,0.1829,365.8
2025-01-30,PJ,tap,credit,D0/Nitro,12,<=20000,738.83,0.1879,138.82615700000002
2025-01-30,PJ,tap,credit,D1Anticipation,12,>80000,2228379.94,0.0928,206793.65843199997
2025-01-31,PF,link,credit,D1Anticipation,1,>80000,684579.58,0.042,28752.34236
2025-01-31,PJ,pos,debit,D1Anticipation,1,>80000,1940483.06,0.0094,18240.540764
2025-01-31,PF,tap,debit,D0/Nitro,1,>80000,3879876.97,0.0279,108248.56746300001
2025-01-31,PJ,tap,credit,D0/Nitro,1,>80000,1417393.37,0.0599,84901.862863
2025-01-31,PJ,tap,credit,D0/Nitro,1,<=20000,14094.52,0.0599,844.261748
2025-01-31,PJ,tap,credit,D0/Nitro,1,40001-80000,48297.67,0.0599,2893.030433
2025-01-31,PJ,pos,credit,D1Anticipation,1,>80000,1458940.23,0.0298,43476.418854
2025-01-31,PJ,pos,credit,D0/Nitro,1,>80000,191355.35,0.0599,11462.185465
2025-01-31,PJ,pos,credit,D0/Nitro,1,40001-80000,59402.85,0.0599,3558.230715
2025-01-31,PF,link,credit,D0/Nitro,1,<=20000,3666.01,0.0549,201.263949
2025-01-31,PJ,bank_slip,bank_slip,BankSlip,1,<=20000,18957.43,0.0,0.0
2025-01-31,PF,tap,credit,D1Anticipation,1,<=20000,8968.85,0.0344,308.52844
2025-01-31,PF,pos,credit,D1Anticipation,1,<=20000,943.45,0.0344,32.45468
2025-01-31,PJ,pos,credit,D0/Nitro,1,>80000,2042167.36,0.0599,122325.82486400001
2025-01-31,PJ,pix,pix,Pix,1,>80000,2059715.04,0.0,0.0
2025-01-31,PF,tap,debit,D0/Nitro,1,<=20000,4580.18,0.0279,127.78702200000001
2025-01-31,PJ,tap,debit,D0/Nitro,1,<=20000,3223.5,0.0279,89.93565000000001
2025-01-31,PJ,pos,credit,D1Anticipation,1,>80000,1872665.9,0.0298,55805.44382
2025-01-31,PJ,pos,credit,D0/Nitro,1,>80000,120621.85,0.0599,7225.248815000001
2025-01-31,PJ,link,credit,D0/Nitro,1,>80000,637214.15,0.0549,34983.056835
2025-01-31,PJ,pos,debit,D0/Nitro,1,>80000,101728.16,0.0279,2838.2156640000003
2025-01-31,PJ,tap,debit,D0/Nitro,1,>80000,466622.4,0.0279,13018.76496
2025-01-31,PF,tap,debit,D1Anticipation,1,<=20000,1460.0,0.0157,22.921999999999997
2025-01-31,PJ,tap,credit,D0/Nitro,1,<=20000,6409.38,0.0599,383.92186200000003
2025-01-31,PJ,pix,pix,Pix,1,>80000,2640188.16,0.0,0.0
2025-01-31,PF,tap,credit,D0/Nitro,1,<=20000,4092.13,0.0599,245.11858700000002
2025-01-31,PF,pix,pix,Pix,1,<=20000,636.9,0.0,0.0
2025-01-31,PJ,link,credit,D1Anticipation,1,>80000,1413035.71,0.042,59347.499820000005
2025-01-31,PJ,pos,credit,D1Anticipation,1,>80000,3153243.35,0.0298,93966.65183
2025-01-31,PJ,pos,debit,D1Anticipation,1,>80000,4646747.33,0.0094,43679.424902
2025-01-31,PF,tap,credit,D0/Nitro,1,>80000,14074818.98,0.0599,843081.6569020001
2025-01-31,PJ,link,credit,D0/Nitro,1,20001-40000,37281.81,0.0549,2046.7713689999998
2025-01-31,PJ,tap,debit,D0/Nitro,1,<=20000,19422.57,0.0279,541.889703
2025-01-31,PJ,link,credit,D1Anticipation,1,>80000,276115.1,0.042,11596.8342
2025-01-31,PJ,tap,debit,D1Anticipation,1,<=20000,18352.95,0.0157,288.14131499999996
2025-01-31,PJ,pix,pix,Pix,1,>80000,4372406.84,0.0,0.0
2025-01-31,PJ,tap,debit,D0/Nitro,1,<=20000,2284.47,0.0279,63.736712999999995
2025-01-31,PJ,link,credit,D0/Nitro,1,<=20000,8508.59,0.0549,467.12159099999997
2025-01-31,PJ,link,credit,D1Anticipation,1,>80000,166673.55,0.042,7000.2891
2025-01-31,PF,pos,debit,D1Anticipation,1,<=20000,126.75,0.0157,1.9899749999999998
2025-01-31,PJ,tap,credit,D1Anticipation,1,40001-80000,68902.54,0.0308,2122.1982319999997
2025-01-31,PJ,bank_slip,bank_slip,BankSlip,1,>80000,283389.98,0.0,0.0
2025-01-31,PJ,pos,credit,D1Anticipation,1,>80000,11498649.68,0.0298,342659.760464
2025-01-31,PJ,pos,debit,D1Anticipation,1,>80000,15518408.12,0.0094,145873.036328
2025-01-31,PJ,pos,debit,D0/Nitro,1,>80000,294206.93,0.0279,8208.373347
2025-01-31,PJ,pix,pix,Pix,1,>80000,22609079.57,0.0,0.0
2025-01-31,PJ,pos,debit,D1Anticipation,1,>80000,2969342.02,0.0094,27911.814988000002
2025-01-31,PJ,tap,credit,D1Anticipation,1,>80000,1499564.86,0.0298,44687.032828
2025-01-31,PF,link,credit,D0/Nitro,1,>80000,1886572.93,0.0549,103572.853857
2025-01-31,PJ,pos,debit,D0/Nitro,1,>80000,154719.34,0.0279,4316.669586
2025-01-31,PF,tap,debit,D0/Nitro,1,<=20000,520.24,0.0279,14.514696
2025-01-31,PJ,link,credit,D0/Nitro,1,<=20000,13797.75,0.0549,757.4964749999999
2025-01-31,PF,tap,credit,D1Anticipation,1,20001-40000,24657.0,0.0318,784.0926000000001
2025-01-31,PF,tap,credit,D0/Nitro,1,<=20000,6182.54,0.0599,370.33414600000003
2025-01-31,PF,pos,credit,D1Anticipation,1,40001-80000,63575.98,0.0308,1958.140184
2025-01-31,PF,link,credit,D1Anticipation,1,<=20000,1014.9,0.042,42.625800000000005
2025-01-31,PJ,pos,debit,D0/Nitro,1,>80000,2951320.02,0.0279,82341.82855800001
2025-01-31,PF,link,credit,D0/Nitro,1,<=20000,3574.47,0.0549,196.23840299999998
2025-01-31,PF,bank_slip,bank_slip,BankSlip,1,>80000,195865.33,0.0,0.0
2025-01-31,PF,pos,credit,D0/Nitro,1,20001-40000,27305.14,0.0599,1635.577886
2025-01-31,PJ,tap,debit,D1Anticipation,1,<=20000,9166.79,0.0157,143.918603
2025-01-31,PF,pos,debit,D0/Nitro,1,20001-40000,30291.64,0.0279,845.136756
2025-01-31,PF,pos,debit,D1Anticipation,1,>80000,82559.47,0.0094,776.059018
2025-01-31,PF,link,credit,D1Anticipation,1,<=20000,616.0,0.042,25.872
2025-01-31,PF,tap,credit,D1Anticipation,1,>80000,4119719.71,0.0298,122767.647358
2025-01-31,PF,pix,pix,Pix,1,<=20000,2121.71,0.0,0.0
2025-01-31,PF,tap,debit,D1Anticipation,1,>80000,857005.16,0.0094,8055.8485040000005
2025-01-31,PF,tap,credit,D1Anticipation,1,<=20000,2651.63,0.0344,91.216072
2025-01-31,PJ,bank_slip,bank_slip,BankSlip,1,<=20000,4045.56,0.0,0.0
2025-01-31,PF,pos,debit,D1Anticipation,1,<=20000,602.09,0.0157,9.452812999999999
2025-01-31,PF,tap,debit,D0/Nitro,1,<=20000,334.81,0.0279,9.341199
2025-01-31,PF,pix,pix,Pix,1,20001-40000,31507.43,0.0,0.0
2025-01-31,PJ,tap,debit,D1Anticipation,1,20001-40000,37355.89,0.0105,392.236845
2025-01-31,PJ,tap,credit,D1Anticipation,1,40001-80000,67523.4,0.0308,2079.72072
2025-01-31,PF,tap,credit,D0/Nitro,1,<=20000,15517.01,0.0599,929.4688990000001
2025-01-31,PF,tap,debit,D1Anticipation,1,<=20000,5272.32,0.0157,82.77542399999999
2025-01-31,PJ,tap,debit,D1Anticipation,1,>80000,400694.05,0.0094,3766.52407
2025-01-31,PJ,bank_slip,bank_slip,BankSlip,1,<=20000,1857.5,0.0,0.0
2025-01-31,PJ,tap,credit,D1Anticipation,1,>80000,187182.04,0.0298,5578.024792
2025-01-31,PF,pos,credit,D0/Nitro,1,<=20000,308.79,0.0599,18.496521
2025-01-31,PJ,link,credit,D1Anticipation,1,>80000,105128.9,0.042,4415.4138
2025-01-31,PF,pos,debit,D0/Nitro,1,<=20000,171.64,0.0279,4.788756
2025-01-31,PF,pix,pix,Pix,1,>80000,3283043.8,0.0,0.0
2025-01-31,PF,tap,debit,D1Anticipation,1,<=20000,1180.26,0.0157,18.530081999999997
2025-01-31,PF,pos,credit,D1Anticipation,1,<=20000,328.5,0.0344,11.3004
